Timestamp,True_Label,AI_Prediction,Confidence
2025-12-27 02:47:56,Normal,Normal,0.4020
2025-12-27 02:47:56,Normal,Normal,0.3957
2025-12-27 02:47:56,Normal,Normal,0.3928
2025-12-27 02:47:56,Normal,Normal,0.4020
2025-12-27 02:47:56,Normal,Normal,0.4079
2025-12-27 02:47:56,Normal,Normal,0.3949
2025-12-27 02:47:56,Normal,Normal,0.3901
2025-12-27 02:47:56,Normal,Normal,0.3928
2025-12-27 02:47:57,Normal,Normal,0.4040
2025-12-27 02:47:57,Normal,Normal,0.3958
2025-12-27 02:47:57,Normal,Normal,0.3977
2025-12-27 02:47:57,Normal,Normal,0.4020
2025-12-27 02:47:57,Normal,Normal,0.4066
2025-12-27 02:47:57,Normal,Normal,0.3958
2025-12-27 02:47:57,Normal,Normal,0.4072
2025-12-27 02:47:57,Normal,Normal,0.3924
2025-12-27 02:47:57,Normal,Normal,0.4040
2025-12-27 02:47:57,Normal,Normal,0.4079
2025-12-27 02:47:57,Normal,Normal,0.4068
2025-12-27 02:47:57,Normal,Normal,0.4072
2025-12-27 02:47:57,Normal,Normal,0.4063
2025-12-27 02:47:57,Normal,Normal,0.3901
2025-12-27 02:47:57,Normal,Normal,0.3928
2025-12-27 02:47:57,Normal,Normal,0.4079
2025-12-27 02:47:57,Normal,Normal,0.3780
2025-12-27 02:47:57,Normal,Normal,0.3958
2025-12-27 02:47:57,Normal,Normal,0.4068
2025-12-27 02:47:57,Normal,Normal,0.4066
2025-12-27 02:47:58,Normal,Normal,0.3928
2025-12-27 02:47:58,Normal,Normal,0.4020
2025-12-27 02:47:58,Normal,Normal,0.4079
2025-12-27 02:47:58,Normal,Normal,0.3989
2025-12-27 02:47:58,Normal,Normal,0.4075
2025-12-27 02:47:59,Normal,Normal,0.3961
2025-12-27 02:47:59,Normal,Normal,0.4020
2025-12-27 02:47:59,Normal,Normal,0.4020
2025-12-27 02:47:59,Normal,Normal,0.4072
2025-12-27 02:48:00,Normal,Normal,0.3881
2025-12-27 02:48:00,Normal,Normal,0.3977
2025-12-27 02:48:00,Normal,Normal,0.4066
2025-12-27 02:48:00,Normal,Normal,0.4074
2025-12-27 02:48:01,Normal,Normal,0.4077
2025-12-27 02:48:01,Normal,Normal,0.4077
2025-12-27 02:48:01,Normal,Normal,0.4020
2025-12-27 02:48:01,Normal,Normal,0.4039
2025-12-27 02:48:01,Normal,Normal,0.4057
2025-12-27 02:48:01,Normal,Normal,0.4085
2025-12-27 02:48:02,Normal,Normal,0.4086
2025-12-27 02:48:02,Normal,Normal,0.4072
2025-12-27 02:48:02,Normal,Normal,0.3971
2025-12-27 02:48:02,Normal,Normal,0.3958
2025-12-27 02:48:03,Normal,Normal,0.4045
2025-12-27 02:48:03,Normal,Normal,0.4075
2025-12-27 02:48:03,Normal,Normal,0.3958
2025-12-27 02:48:03,Normal,Normal,0.3958
2025-12-27 02:48:04,Normal,Normal,0.4074
2025-12-27 02:48:04,Normal,Normal,0.4066
2025-12-27 02:48:04,Normal,Normal,0.4078
2025-12-27 02:48:04,Normal,Normal,0.3938
2025-12-27 02:48:04,Normal,Normal,0.4079
2025-12-27 02:48:04,Normal,Normal,0.4066
2025-12-27 02:48:04,Normal,Normal,0.4079
2025-12-27 02:48:05,Normal,Normal,0.4046
2025-12-27 02:48:05,Normal,Normal,0.4071
2025-12-27 02:48:05,Normal,Normal,0.4020
2025-12-27 02:48:05,Normal,Normal,0.3971
2025-12-27 02:48:06,Normal,Normal,0.4074
2025-12-27 02:48:06,Normal,Normal,0.4077
2025-12-27 02:48:06,Normal,Normal,0.3942
2025-12-27 02:48:06,Normal,Normal,0.3780
2025-12-27 02:48:07,Normal,Normal,0.3901
2025-12-27 02:48:07,Normal,Normal,0.4058
2025-12-27 02:48:07,Normal,Normal,0.4020
2025-12-27 02:48:07,Normal,Normal,0.3973
2025-12-27 02:48:07,Normal,Normal,0.3958
2025-12-27 02:48:07,Normal,Normal,0.4077
2025-12-27 02:48:08,Normal,Normal,0.3981
2025-12-27 02:48:08,Normal,Normal,0.3933
2025-12-27 02:48:08,Normal,Normal,0.3957
2025-12-27 02:48:09,Normal,Normal,0.3901
2025-12-27 02:48:09,Normal,Normal,0.3978
2025-12-27 02:48:09,Normal,Normal,0.4077
2025-12-27 02:48:09,Normal,Normal,0.4066
2025-12-27 02:48:09,Normal,Normal,0.3971
2025-12-27 02:48:09,Normal,Normal,0.4072
2025-12-27 02:48:10,Normal,Normal,0.4066
2025-12-27 02:48:10,Normal,Normal,0.3958
2025-12-27 02:48:10,Normal,Normal,0.3958
2025-12-27 02:48:10,Normal,Normal,0.3958
2025-12-27 02:48:11,Normal,Normal,0.4020
2025-12-27 02:48:11,Normal,Normal,0.3958
2025-12-27 02:48:11,Normal,Normal,0.4054
2025-12-27 02:48:11,Normal,Normal,0.4071
2025-12-27 02:48:11,Normal,Normal,0.4077
2025-12-27 02:48:11,Normal,Normal,0.4020
2025-12-27 02:48:12,Normal,Normal,0.3939
2025-12-27 02:48:12,Normal,Normal,0.4079
2025-12-27 02:48:12,Normal,Normal,0.4075
2025-12-27 02:48:12,Normal,Normal,0.4020
2025-12-27 02:48:13,Normal,Normal,0.4066
2025-12-27 02:48:13,Normal,Normal,0.3958
2025-12-27 02:48:13,Normal,Normal,0.4071
2025-12-27 02:48:13,Normal,Normal,0.4066
2025-12-27 02:48:13,Normal,Normal,0.3780
2025-12-27 02:48:13,Normal,Normal,0.4020
2025-12-27 02:48:14,Normal,Normal,0.4077
2025-12-27 02:48:14,Normal,Normal,0.4066
2025-12-27 02:48:14,Normal,Normal,0.4078
2025-12-27 02:48:14,Normal,Normal,0.4020
2025-12-27 02:48:14,Normal,Normal,0.4020
2025-12-27 02:48:15,Normal,Normal,0.4065
2025-12-27 02:48:15,Normal,Normal,0.3958
2025-12-27 02:48:15,Normal,Normal,0.3958
2025-12-27 02:48:15,Normal,Normal,0.4075
2025-12-27 02:48:15,Normal,Normal,0.4072
2025-12-27 02:48:16,Normal,Normal,0.3939
2025-12-27 02:48:16,Normal,Normal,0.3870
2025-12-27 02:48:16,Normal,Normal,0.4042
2025-12-27 02:48:17,Normal,Normal,0.3957
2025-12-27 02:48:17,Normal,Normal,0.4020
2025-12-27 02:48:17,Normal,Normal,0.4079
2025-12-27 02:48:17,Normal,Normal,0.3900
2025-12-27 02:48:17,Normal,Normal,0.4066
2025-12-27 02:48:18,Normal,Normal,0.3971
2025-12-27 02:48:18,Normal,Normal,0.3966
2025-12-27 02:48:18,Normal,Normal,0.4072
2025-12-27 02:48:18,Normal,Normal,0.3958
2025-12-27 02:48:18,Normal,Normal,0.3966
2025-12-27 02:48:18,Normal,Normal,0.4073
2025-12-27 02:48:19,Normal,Normal,0.4074
2025-12-27 02:48:19,Normal,Normal,0.4067
2025-12-27 02:48:19,Normal,Normal,0.3971
2025-12-27 02:48:20,Normal,Normal,0.4075
2025-12-27 02:48:20,Normal,Normal,0.4066
2025-12-27 02:48:20,Normal,Normal,0.3958
2025-12-27 02:48:20,Normal,Normal,0.4066
2025-12-27 02:48:20,Normal,Normal,0.3966
2025-12-27 02:48:20,Normal,Normal,0.4020
2025-12-27 02:48:21,Normal,Normal,0.4066
2025-12-27 02:48:21,Normal,Normal,0.3885
2025-12-27 02:48:21,Normal,Normal,0.4077
2025-12-27 02:48:21,Normal,Normal,0.3957
2025-12-27 02:48:21,Normal,Normal,0.3891
2025-12-27 02:48:22,Normal,Normal,0.4079
2025-12-27 02:48:22,Normal,Normal,0.4066
2025-12-27 02:48:22,Normal,Normal,0.3901
2025-12-27 02:48:22,Normal,Normal,0.4071
2025-12-27 02:48:22,Normal,Normal,0.3958
2025-12-27 02:48:22,Normal,Normal,0.3958
2025-12-27 02:48:23,Normal,Normal,0.4074
2025-12-27 02:48:23,Normal,Normal,0.4078
2025-12-27 02:48:23,Normal,Normal,0.4066
2025-12-27 02:48:24,Normal,Normal,0.4079
2025-12-27 02:48:24,Normal,Normal,0.4072
2025-12-27 02:48:24,Normal,Normal,0.4079
2025-12-27 02:48:24,Normal,Normal,0.3902
2025-12-27 02:48:24,Normal,Normal,0.3958
2025-12-27 02:48:25,Normal,Normal,0.4074
2025-12-27 02:48:25,Normal,Normal,0.3942
2025-12-27 02:48:25,Normal,Normal,0.3958
2025-12-27 02:48:25,Normal,Normal,0.4075
2025-12-27 02:48:25,Normal,Normal,0.4074
2025-12-27 02:48:25,Normal,Normal,0.3958
2025-12-27 02:48:26,Normal,Normal,0.4078
2025-12-27 02:48:26,Normal,Normal,0.4063
2025-12-27 02:48:26,Normal,Normal,0.4066
2025-12-27 02:48:27,Normal,Normal,0.3954
2025-12-27 02:48:27,Normal,Normal,0.4079
2025-12-27 02:48:27,Normal,Normal,0.3981
2025-12-27 02:48:27,Normal,Normal,0.3865
2025-12-27 02:48:27,Normal,Normal,0.3941
2025-12-27 02:48:27,Normal,Normal,0.4045
2025-12-27 02:48:28,Normal,Normal,0.3924
2025-12-27 02:48:28,Normal,Normal,0.3884
2025-12-27 02:48:28,Normal,Normal,0.4079
2025-12-27 02:48:28,Normal,Normal,0.4071
2025-12-27 02:48:28,Normal,Normal,0.3953
2025-12-27 02:48:29,Normal,Normal,0.3884
2025-12-27 02:48:29,Normal,Normal,0.3938
2025-12-27 02:48:29,Normal,Normal,0.4066
2025-12-27 02:48:29,Normal,Normal,0.3775
2025-12-27 02:48:30,Normal,Normal,0.4077
2025-12-27 02:48:30,Normal,Normal,0.4075
2025-12-27 02:48:30,Normal,Normal,0.3853
2025-12-27 02:48:30,Normal,Normal,0.4079
2025-12-27 02:48:30,Normal,Normal,0.3957
2025-12-27 02:48:31,Normal,Normal,0.4039
2025-12-27 02:48:31,Normal,Normal,0.4068
2025-12-27 02:48:31,Normal,Normal,0.4066
2025-12-27 02:48:31,Normal,Normal,0.3957
2025-12-27 02:48:31,Normal,Normal,0.3957
2025-12-27 02:48:32,Normal,Normal,0.3981
2025-12-27 02:48:32,Normal,Normal,0.4075
2025-12-27 02:48:32,Normal,Normal,0.4071
2025-12-27 02:48:32,Normal,Normal,0.4078
2025-12-27 02:48:32,Normal,Normal,0.4079
2025-12-27 02:48:32,Normal,Normal,0.4075
2025-12-27 02:48:33,Normal,Normal,0.4079
2025-12-27 02:48:33,Normal,Normal,0.4068
2025-12-27 02:48:33,Normal,Normal,0.4020
2025-12-27 02:48:34,Normal,Normal,0.3958
2025-12-27 02:48:34,Normal,Normal,0.4020
2025-12-27 02:48:34,Normal,Normal,0.4071
2025-12-27 02:48:34,Normal,Normal,0.3928
2025-12-27 02:48:34,Normal,Normal,0.3957
2025-12-27 02:48:34,Normal,Normal,0.4020
2025-12-27 02:48:35,Normal,Normal,0.4068
2025-12-27 02:48:35,Normal,Normal,0.3941
2025-12-27 02:48:35,Normal,Normal,0.4074
2025-12-27 02:48:35,Normal,Normal,0.3958
2025-12-27 02:48:35,Normal,Normal,0.3879
2025-12-27 02:48:36,Normal,Normal,0.4075
2025-12-27 02:48:36,Normal,Normal,0.4072
2025-12-27 02:48:36,Normal,Normal,0.4079
2025-12-27 02:48:36,Normal,Normal,0.4077
2025-12-27 02:48:36,Normal,Normal,0.4066
2025-12-27 02:48:37,Normal,Normal,0.4040
2025-12-27 02:48:37,Normal,Normal,0.4079
2025-12-27 02:48:37,Normal,Normal,0.4074
2025-12-27 02:48:37,Normal,Normal,0.3961
2025-12-27 02:48:38,Normal,Normal,0.3971
2025-12-27 02:48:38,Normal,Normal,0.4045
2025-12-27 02:48:38,Normal,Normal,0.3966
2025-12-27 02:48:38,Normal,Normal,0.3958
2025-12-27 02:48:38,Normal,Normal,0.3949
2025-12-27 02:48:38,Normal,Normal,0.3958
2025-12-27 02:48:39,Normal,Normal,0.3780
2025-12-27 02:48:39,Normal,Normal,0.3939
2025-12-27 02:48:39,Normal,Normal,0.3928
2025-12-27 02:48:39,Normal,Normal,0.4066
2025-12-27 02:48:39,Normal,Normal,0.4079
2025-12-27 02:48:40,Normal,Normal,0.4020
2025-12-27 02:48:40,Normal,Normal,0.4079
2025-12-27 02:48:41,DoS,Normal,0.3989
2025-12-27 02:48:41,DoS,Normal,0.3872
2025-12-27 02:48:41,DoS,DoS,0.3796
2025-12-27 02:48:41,DoS,DoS,0.3870
2025-12-27 02:48:41,DoS,DoS,0.3863
2025-12-27 02:48:41,DoS,DoS,0.3946
2025-12-27 02:48:41,DoS,DoS,0.3796
2025-12-27 02:48:42,DoS,DoS,0.3870
2025-12-27 02:48:42,DoS,DoS,0.3929
2025-12-27 02:48:42,DoS,DoS,0.3870
2025-12-27 02:48:42,DoS,DoS,0.3796
2025-12-27 02:48:42,DoS,DoS,0.3863
2025-12-27 02:48:43,DoS,DoS,0.3929
2025-12-27 02:48:43,DoS,DoS,0.3863
2025-12-27 02:48:43,DoS,DoS,0.3929
2025-12-27 02:48:43,DoS,DoS,0.3922
2025-12-27 02:48:43,DoS,DoS,0.3863
2025-12-27 02:48:44,DoS,DoS,0.3796
2025-12-27 02:48:44,DoS,DoS,0.3870
2025-12-27 02:48:44,DoS,DoS,0.3922
2025-12-27 02:48:44,DoS,DoS,0.3870
2025-12-27 02:48:45,DoS,DoS,0.3863
2025-12-27 02:48:45,DoS,DoS,0.3863
2025-12-27 02:48:45,DoS,DoS,0.3952
2025-12-27 02:48:45,DoS,DoS,0.3796
2025-12-27 02:48:45,DoS,DoS,0.3952
2025-12-27 02:48:45,DoS,DoS,0.3952
2025-12-27 02:48:46,DoS,DoS,0.3946
2025-12-27 02:48:46,DoS,DoS,0.3922
2025-12-27 02:48:46,DoS,DoS,0.3952
2025-12-27 02:48:47,DoS,DoS,0.3929
2025-12-27 02:48:47,DoS,DoS,0.3929
2025-12-27 02:48:47,DoS,DoS,0.3796
2025-12-27 02:48:47,DoS,DoS,0.3796
2025-12-27 02:48:47,DoS,DoS,0.3796
2025-12-27 02:48:47,DoS,DoS,0.3922
2025-12-27 02:48:48,DoS,DoS,0.3863
2025-12-27 02:48:48,DoS,DoS,0.3863
2025-12-27 02:48:48,DoS,DoS,0.3863
2025-12-27 02:48:48,DoS,DoS,0.3952
2025-12-27 02:48:48,DoS,DoS,0.3863
2025-12-27 02:48:49,DoS,DoS,0.3922
2025-12-27 02:48:49,DoS,DoS,0.3796
2025-12-27 02:48:49,DoS,DoS,0.3863
2025-12-27 02:48:49,DoS,DoS,0.3946
2025-12-27 02:48:49,DoS,DoS,0.3929
2025-12-27 02:48:50,DoS,DoS,0.3946
2025-12-27 02:48:50,DoS,DoS,0.3863
2025-12-27 02:48:50,DoS,DoS,0.3952
2025-12-27 02:48:50,DoS,DoS,0.3796
2025-12-27 02:48:51,DoS,DoS,0.3952
2025-12-27 02:48:51,DoS,DoS,0.3929
2025-12-27 02:48:51,DoS,DoS,0.3796
2025-12-27 02:48:51,DoS,DoS,0.3929
2025-12-27 02:48:51,DoS,DoS,0.3929
2025-12-27 02:48:51,DoS,DoS,0.3796
2025-12-27 02:48:52,DoS,DoS,0.3946
2025-12-27 02:48:52,DoS,DoS,0.3796
2025-12-27 02:48:52,DoS,DoS,0.3863
2025-12-27 02:48:52,DoS,DoS,0.3946
2025-12-27 02:48:53,DoS,DoS,0.3952
2025-12-27 02:48:53,DoS,DoS,0.3796
2025-12-27 02:48:53,DoS,DoS,0.3929
2025-12-27 02:48:53,DoS,DoS,0.3922
2025-12-27 02:48:53,DoS,DoS,0.3796
2025-12-27 02:48:54,DoS,DoS,0.3929
2025-12-27 02:48:54,DoS,DoS,0.3870
2025-12-27 02:48:54,DoS,DoS,0.3929
2025-12-27 02:48:54,DoS,DoS,0.3929
2025-12-27 02:48:54,DoS,DoS,0.3796
2025-12-27 02:48:55,DoS,DoS,0.3863
2025-12-27 02:48:55,DoS,DoS,0.3796
2025-12-27 02:48:55,DoS,DoS,0.3863
2025-12-27 02:48:55,DoS,DoS,0.3870
2025-12-27 02:48:56,DoS,DoS,0.3929
2025-12-27 02:48:56,DoS,DoS,0.3863
2025-12-27 02:48:56,DoS,DoS,0.3796
2025-12-27 02:48:56,DoS,DoS,0.3922
2025-12-27 02:48:56,DoS,DoS,0.3929
2025-12-27 02:48:56,DoS,DoS,0.3863
2025-12-27 02:48:57,DoS,DoS,0.3863
2025-12-27 02:48:57,DoS,DoS,0.3946
2025-12-27 02:48:57,DoS,DoS,0.3929
2025-12-27 02:48:58,DoS,DoS,0.3929
2025-12-27 02:48:58,DoS,DoS,0.3863
2025-12-27 02:48:58,DoS,DoS,0.3952
2025-12-27 02:48:58,DoS,DoS,0.3796
2025-12-27 02:48:58,DoS,DoS,0.3929
2025-12-27 02:48:58,DoS,DoS,0.3863
2025-12-27 02:48:59,DoS,DoS,0.3922
2025-12-27 02:48:59,DoS,DoS,0.3952
2025-12-27 02:48:59,DoS,DoS,0.3863
2025-12-27 02:48:59,DoS,DoS,0.3952
2025-12-27 02:48:59,DoS,DoS,0.3929
2025-12-27 02:49:00,DoS,DoS,0.3922
2025-12-27 02:49:00,DoS,DoS,0.3946
2025-12-27 02:49:00,DoS,DoS,0.3929
2025-12-27 02:49:00,DoS,DoS,0.3870
2025-12-27 02:49:01,DoS,DoS,0.3946
2025-12-27 02:49:01,DoS,DoS,0.3946
2025-12-27 02:49:01,DoS,DoS,0.3946
2025-12-27 02:49:01,DoS,DoS,0.3922
2025-12-27 02:49:01,DoS,DoS,0.3870
2025-12-27 02:49:02,DoS,DoS,0.3952
2025-12-27 02:49:02,DoS,DoS,0.3922
2025-12-27 02:49:02,DoS,DoS,0.3870
2025-12-27 02:49:02,DoS,DoS,0.3929
2025-12-27 02:49:02,DoS,DoS,0.3952
2025-12-27 02:49:02,DoS,DoS,0.3929
2025-12-27 02:49:18,Normal,Normal,0.3865
2025-12-27 02:49:18,Normal,Normal,0.4020
2025-12-27 02:49:18,Normal,Normal,0.3958
2025-12-27 02:49:18,Normal,Normal,0.4020
2025-12-27 02:49:18,Normal,Normal,0.4066
2025-12-27 02:49:18,Normal,Normal,0.4071
2025-12-27 02:49:18,Normal,Normal,0.4056
2025-12-27 02:49:19,Normal,Normal,0.3958
2025-12-27 02:49:19,Normal,Normal,0.4060
2025-12-27 02:49:19,Normal,Normal,0.3958
2025-12-27 02:49:19,Normal,Normal,0.4039
2025-12-27 02:49:19,Normal,Normal,0.4066
2025-12-27 02:49:19,Normal,Normal,0.3961
2025-12-27 02:49:20,Normal,Normal,0.4086
2025-12-27 02:49:20,Normal,Normal,0.3954
2025-12-27 02:49:20,Normal,Normal,0.3977
2025-12-27 02:49:21,Normal,Normal,0.3958
2025-12-27 02:49:21,Normal,Normal,0.4085
2025-12-27 02:49:21,Normal,Normal,0.3853
2025-12-27 02:49:21,Normal,Normal,0.4077
2025-12-27 02:49:21,Normal,Normal,0.4079
2025-12-27 02:49:22,Normal,Normal,0.3954
2025-12-27 02:49:22,Normal,Normal,0.4074
2025-12-27 02:49:22,Normal,Normal,0.4077
2025-12-27 02:49:22,Normal,Normal,0.3958
2025-12-27 02:49:22,Normal,Normal,0.3933
2025-12-27 02:49:23,Normal,Normal,0.3968
2025-12-27 02:49:23,Normal,Normal,0.3958
2025-12-27 02:49:23,Normal,Normal,0.4039
2025-12-27 02:49:23,Normal,Normal,0.4074
2025-12-27 02:49:24,Normal,Normal,0.4057
2025-12-27 02:49:24,Normal,Normal,0.3902
2025-12-27 02:49:24,Normal,Normal,0.4020
2025-12-27 02:49:24,Normal,Normal,0.3952
2025-12-27 02:49:24,Normal,Normal,0.4075
2025-12-27 02:49:24,Normal,Normal,0.3966
2025-12-27 02:49:25,Normal,Normal,0.4074
2025-12-27 02:49:25,Normal,Normal,0.3954
2025-12-27 02:49:25,Normal,Normal,0.3942
2025-12-27 02:49:25,Normal,Normal,0.4020
2025-12-27 02:49:25,Normal,Normal,0.3968
2025-12-27 02:49:26,Normal,Normal,0.4074
2025-12-27 02:49:26,Normal,Normal,0.4020
2025-12-27 02:49:26,Normal,Normal,0.4079
2025-12-27 02:49:26,Normal,Normal,0.4077
2025-12-27 02:49:27,Normal,Normal,0.4077
2025-12-27 02:49:27,Normal,Normal,0.3942
2025-12-27 02:49:27,Normal,Normal,0.3957
2025-12-27 02:49:27,Normal,Normal,0.4086
2025-12-27 02:49:27,Normal,Normal,0.3971
2025-12-27 02:49:27,Normal,Normal,0.3949
2025-12-27 02:49:28,Normal,Normal,0.4041
2025-12-27 02:49:28,Normal,Normal,0.4058
